Date,Value
2013-12-31,50.395340961378
2012-12-31,49.839638332499
2011-12-31,49.384544868864
2010-12-31,49.03995685195
2009-12-31,48.810017885103
2008-12-31,48.689404998863
2007-12-31,48.675648015512
2006-12-31,48.762685072122
2005-12-31,48.942809610412
2004-12-31,49.214552493075
2003-12-31,49.569720921102
2002-12-31,49.98365967845
2001-12-31,50.423932379937
2000-12-31,50.86247379478
1999-12-31,51.290676687217
1998-12-31,51.700527234309
1997-12-31,52.063920978984
1996-12-31,52.346696984976
1995-12-31,52.522964378889
1994-12-31,52.577952831745
1993-12-31,52.516006013045
1992-12-31,52.355974633122
1991-12-31,52.12947135109
1990-12-31,51.865006054147
1989-12-31,51.570147105684
1988-12-31,51.253183830653
1987-12-31,50.946266097689
1986-12-31,50.688491218393
1985-12-31,50.511913438383
1984-12-31,50.431508001327
1983-12-31,50.454049555828
1982-12-31,50.592832536571
1981-12-31,50.859139913839
1980-12-31,51.260884667355
1979-12-31,51.80449824826
1978-12-31,52.490313112287
1977-12-31,53.310076142004
1976-12-31,54.248701510481
1975-12-31,55.289267955837
1974-12-31,56.427444585838
1973-12-31,57.65028532039
1972-12-31,58.917443291096
1971-12-31,60.174990213376
1970-12-31,61.375599598366
1969-12-31,62.488987456239
1968-12-31,63.500202259267
1967-12-31,64.395162480906
1966-12-31,65.167717501755
1965-12-31,65.810516207689
1964-12-31,66.311853777171
1963-12-31,66.653615324517
1962-12-31,66.816649738748
1961-12-31,66.78000908646
1960-12-31,66.528816989698
